line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
4924;nna;Nyangumarta;Nyangumarta language;regular;;;;;;;
4925;nnb;Nande;Nande language;regular;bnt-glb;Great Lakes Bantu;;;;Latn;;
4926;nnc;Nancere;Nancere language;regular;cdc-est;East Chadic;;;;Latn;;
4927;nnd;West Ambae;West Ambae language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
4928;nne;Ngandyera;Ngandyera language;regular;bnt-ova;Ovambo;;;;Latn;;
4929;nnf;Ngaing;Ngaing language;regular;ngf-fin;Finisterre;;;;Latn;Mailang,Sor;
4930;nng;Maring Naga;Maring Naga language;regular;sit-mar;Maringic;;;;;;
4931;nnh;Ngiemboon;Ngiemboon language;regular;bai;Bamileke;;;;Latn;;
4932;nni;North Nuaulu;North Nuaulu language;regular;poz-cma;Central Maluku;;;;;;
4933;nnj;Nyangatom;Nyangatom language;regular;sdv-ttu;Teso-Turkana;;;;;;
4934;nnk;Nankina;Nankina language;regular;ngf-fin;Finisterre;;;;Latn;;
4935;nnl;Northern Rengma Naga;Northern Rengma Naga language;regular;tbq-anp;Angami-Pochuri;;;;;;
4936;nnm;Namia;Namia language;regular;paa-spk;Sepik;;;;Latn;;
4937;nnn;Ngete;Ngete language;regular;cdc-mas;Masa;;;;Latn;;
4938;nnp;Wancho;Wancho language;regular;sit-kch;Konyak-Chang;;;;Wcho,Deva,Latn;;
4939;nnq;Ngindo;Ngindo language;regular;bnt-mbi;Mbinga;;;;Latn;;
4940;nnr;Narungga;Narungga language;regular;aus-pam;Pama-Nyungan;;;;;;
4941;nnt;Nanticoke;Nanticoke language;regular;alg-eas;Eastern Algonquian;;;;Latn;;
4942;nnu;Dwang;Dwang language;regular;alv-gng;Guang;;;;Latn;;
4943;nnv;Nukunu;Nukunu language;regular;;;;;;;
4944;nnw;Southern Nuni;Southern Nuni language;regular;nic-gnn;Northern Gurunsi;;;;Latn;;
4945;nnx;Ngong;Ngong language;regular;;;;;;;
4946;nny;Nyangga;Nyangga language;regular;aus-tnk;Tangkic;;;;Latn;;
4947;nnz;Nda'nda';Nda'nda' language;regular;bai;Bamileke;;;;Latn;;
4948;no;Norwegian;Norwegian language;regular;gmq;North Germanic;sortkey;;;Latn;;standard characters
4949;noa;Woun Meu;Woun Meu language;regular;sai-chc;Chocoan;;;;Latn;;
4950;noc;Nuk;Nuk language;regular;ngf-fin;Finisterre;;;;Latn;;
4951;nod;Northern Thai;Northern Thai language;regular;tai-swe;Southwestern Tai;sortkey;autodetect;;Lana,Thai;;
4952;noe;Nimadi;Nimadi language;regular;inc-wes;Western Indo-Aryan;;;;Deva;;
4953;nof;Nomane;Nomane language;regular;;;;;;;
4954;nog;Nogai;Nogai language;regular;trk-kno;Kipchak-Nogai;;;;Cyrl,Arab,Latn;Nogay;
4955;noh;Nomu;Nomu language;regular;;;;;;;
4956;noi;Noiri;Noiri language;regular;inc-bhi;Bhil;;;;;;
4957;noj;Nonuya;Nonuya language;regular;sai-wit;Witotoan;;;;Latn;;
4958;nok;Nooksack;Nooksack language;regular;;;;;;;
4959;nol;Nomlaki;Nomlaki language;regular;nai-wtq;Wintuan;;;;Latn;;
4960;nom;Nocamán;Nocamán language;regular;sai-pan;Panoan;;;;Latn;;
4961;non;Old Norse;Old Norse language;regular;gmq;North Germanic;;;;Latn,Runr;;
4962;nop;Numanggang;Numanggang language;regular;ngf-fin;Finisterre;;;;Latn;;
4963;noq;Ngongo;Ngongo language;regular;bnt-yak;Yaka;;;;Latn;;
4964;nos;Eastern Nisu;Eastern Nisu language;regular;tbq-lol;Loloish;;;;;;
4965;not;Nomatsiguenga;Nomatsiguenga language;regular;awd;Arawakan;;;;Latn;;
4966;nou;Ewage-Notu;Ewage-Notu language;regular;;;;;;;
4967;nov;Novial;Novial language;appendix-constructed;art;constructed;;;;Latn;;
4968;now;Nyambo;Nyambo language;regular;bnt-haj;Haya-Jita;;;;Latn;;
4969;noy;Noy;Noy language;regular;alv-bua;Bua;;;;;;
4970;noz;Nayi;Nayi language;regular;omv-diz;Dizoid;;;;;;
4971;npa;Nar Phu;Nar Phu language;regular;sit-tam;Tamangic;;;;;;
4972;npb;Nupbikha;Nupbikha language;regular;sit-ebo;East Bodish;;;;;;
4973;npg;Ponyo;Ponyo language;regular;sit-kch;Konyak-Chang;;;;;Ponyo-Gongwang,Ponyo-Gongwang Naga;
4974;nph;Phom;Phom language;regular;sit-kch;Konyak-Chang;;;;;;
4975;npl;Southeastern Puebla Nahuatl;Southeastern Puebla Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
4976;npn;Mondropolon;Mondropolon language;regular;poz-aay;Admiralty Islands;;;;;;
4977;npo;Pochuri Naga;Pochuri Naga language;regular;tbq-anp;Angami-Pochuri;;;;;;
4978;nps;Nipsan;Nipsan language;regular;;;;;;;
4979;npu;Puimei Naga;Puimei Naga language;regular;sit-zem;Zeme;;;;;;
4980;npy;Napu;Napu language;regular;;;;;;;
4981;nqg;Ede Nago;Ede Nago language;regular;alv-ede;Ede;;;;;;
4982;nqk;Kura Ede Nago;Kura Ede Nago language;regular;alv-ede;Ede;;;;;;
4983;nql;Ngendelengo;Ngendelengo language;regular;bnt-swb;Southwest Bantu;;;;Latn;;
4984;nqm;Ndom;Ndom language;regular;ngf;Trans-New Guinea;;;;Latn;;
4985;nqn;Nen;Nen language;regular;paa-yam;Yam;;;;;;
4986;nqo;N'Ko;N'Ko language;regular;dmn-man;Manding;;;;Nkoo;;
4987;nqq;Kyan-Karyaw Naga;Kyan-Karyaw Naga language;regular;sit-tno;Tangsa-Nocte;;;;;;
4988;nqy;Akyaung Ari;Akyaung Ari language;regular;sit-tng;Tangkhulic;;;;;Akyaung Ari Naga;
4989;nr;Southern Ndebele;Southern Ndebele language;regular;bnt-ngu;Nguni;;autodetect;;Latn;;
4990;nra;Ngom;Ngom language;regular;bnt-kel;Kele;;;;Latn;;
4991;nrb;Nara;Nara language;regular;sdv-nes;Northern Eastern Sudanic;;;;;;
4992;nrc;Noric;Noric language;regular;cel;Celtic;;;;Ital;;
4993;nre;Southern Rengma Naga;Southern Rengma Naga language;regular;tbq-anp;Angami-Pochuri;;;;;;
4994;nrf;Norman;Norman language;regular;roa-oil;Oïl;sortkey;;;Latn;Cauchois,Jèrriais,Jersiais,Jersey French,Jersey Norman,Jersey Norman French,Guernésiais,Guernesiais,Dgèrnésiais,Guernsey French,Guernsey Norman French,Augeron,Sercquiais,Auregnais,Cotentinais,Brayon,Roumois;
4995;nrg;Narango;Narango language;regular;poz-vnc;North-Central Vanuatu;;;;;;
4996;nri;Chokri Naga;Chokri Naga language;regular;tbq-anp;Angami-Pochuri;;;;;;
4997;nrk;Ngarla;Ngarla language;regular;aus-nga;Ngayarda;;;;Latn;;
4998;nrl;Ngarluma;Ngarluma language;regular;aus-nga;Ngayarda;;;;Latn;;
4999;nrm;Narom;Narom language;regular;poz-swa;North Sarawakan;;;;Latn;;
5000;nrn;Norn;Norn language;regular;gmq;North Germanic;;;;Latn;;
5001;nrp;North Picene;North Picene language;regular;;;;;Ital;;
5002;nrr;Norra;Norra language;regular;tai;Tai;;;;;;
5003;nrt;Northern Kalapuya;Northern Kalapuya language;regular;nai-klp;Kalapuyan;;;;;;
5004;nru;Narua;Narua language;regular;sit-nax;Naic;;;;Latn;;
5005;nrx;Ngurmbur;Ngurmbur language;regular;;;;;;;
5006;nrz;Lala (New Guinea);Lala (New Guinea) language;regular;poz-ocw;Western Oceanic;;;;;;
5007;nsa;Sangtam Naga;Sangtam Naga language;regular;sit-aao;Ao;;;;;;
5008;nsb;Lower Nossob;Lower Nossob language;regular;khi-tuu;Tuu;;;;Latn;;
5009;nsc;Nshi;Nshi language;regular;nic-rnn;Northern Ring;;;;Latn;;
5010;nsd;Southern Nisu;Southern Nisu language;regular;tbq-lol;Loloish;;;;;;
5011;nse;Nsenga;Nsenga language;regular;bnt-sna;Sena;;;;Latn;;
5012;nsg;Ngasa;Ngasa language;regular;sdv-lma;Lotuko-Maa;;;;;;
5013;nsh;Ngoshie;Ngoshie language;regular;nic-mom;Momo;;;;Latn;;
5014;nsi;Nigerian Sign Language;Nigerian Sign Language;regular;sgn;sign;;;;;;
5015;nsk;Naskapi;Naskapi language;regular;alg;Algonquian;;;;Cans;;
5016;nsl;Norwegian Sign Language;Norwegian Sign Language;regular;sgn;sign;;;;;;
5017;nsm;Sema;Sema language;regular;tbq-anp;Angami-Pochuri;;;;;;
5018;nsn;Nehan;Nehan language;regular;poz-ocw;Western Oceanic;;;;;;
5019;nso;Northern Sotho;Northern Sotho language;regular;bnt-sts;Sotho-Tswana;;;;Latn;;
5020;nsp;Nepalese Sign Language;Nepalese Sign Language;regular;sgn;sign;;;;;;
5021;nsq;Northern Sierra Miwok;Northern Sierra Miwok language;regular;nai-utn;Utian;;;;Latn;;
5022;nsr;Maritime Sign Language;Maritime Sign Language;regular;sgn;sign;;;;;;
5023;nss;Nali;Nali language;regular;poz-aay;Admiralty Islands;;;;;;
5024;nst;Tangsa;Tangsa language;regular;sit-tno;Tangsa-Nocte;;;;Latn,Tnsa;;
5025;nsu;Sierra Negra Nahuatl;Sierra Negra Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
5026;nsv;Southwestern Nisu;Southwestern Nisu language;regular;tbq-lol;Loloish;;;;;;
5027;nsw;Navut;Navut language;regular;poz-vnc;North-Central Vanuatu;;;;;;
5028;nsx;Nsongo;Nsongo language;regular;bnt-tmb;Teke-Mbede;;;;Latn;;
5029;nsy;Nasal;Nasal language;regular;;;;;;;
5030;nsz;Nisenan;Nisenan language;regular;nai-mdu;Maiduan;;;;Latn;;
5031;ntd;Northern Tidong;Northern Tidong language;regular;poz-san;Sabahan;;;;;Sesayap Tidong,Northern Tidung,Sesayap Tidung;
5032;nte;Nathembo;Nathembo language;regular;bnt-mak;Makua;;;;;Sakati;
5033;ntg;Ngantangarra;Ngantangarra language;regular;;;;;;;
5034;nti;Natioro;Natioro language;regular;alv-wan;Wara-Natyoro;;;;;;
5035;ntj;Ngaanyatjarra;Ngaanyatjarra language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
5036;ntk;Ikoma;Ikoma language;regular;bnt-lok;Logooli-Kuria;;;;Latn;;
5037;ntm;Nateni;Nateni language;regular;nic-grm;Gurma;;;;Latn;;
5038;nto;Ntomba;Ntomba language;regular;bnt-mon;Mongo;;;;Latn;;
5039;ntp;Northern Tepehuan;Northern Tepehuan language;regular;azc;Uto-Aztecan;sortkey;;;Latn;;
5040;ntr;Delo;Delo language;regular;nic-gne;Eastern Gurunsi;;;;Latn;;
5041;nts;Natagaimas;Natagaimas language;regular;;;;;;;
5042;ntu;Natügu;Natügu language;regular;poz-oce;Oceanic;;;;;;
5043;ntw;Nottoway;Nottoway language;regular;iro-nor;North Iroquoian;;;;;;
5044;ntx;Somra;Somra language;regular;sit-tng;Tangkhulic;;;;;Tangkhul Naga,Burmese Tangkhul,Somra Tangkhul;
5045;nty;Mantsi;Mantsi language;regular;sit-mnz;Mondzish;;;;;;
5046;nua;Yuaga;Yuaga language;regular;poz-cln;New Caledonian;;;;Latn;;
5047;nub-har;Haraza;Haraza language;regular;nub;Nubian;;;exceptional;Arab,Latn;;
5048;nub-pro;Proto-Nubian;Proto-Nubian language;reconstructed;nub;Nubian;;;exceptional;Latn;;
5049;nuc;Nukuini;Nukuini language;regular;;;;;;;
5050;nud;Ngala;Ngala language;regular;paa-spk;Sepik;;;;Latn;;
5051;nue;Ngundu;Ngundu language;regular;bad-cnt;Central Banda;;;;Latn;;
5052;nuf;Nusu;Nusu language;regular;tbq-lol;Loloish;;;;;;
5053;nug;Nungali;Nungali language;regular;aus-mir;Mirndi;;;;;;
5054;nuh;Ndunda;Ndunda language;regular;nic-mmb;Mambiloid;;;;Latn;;
5055;nui;Ngumbi;Ngumbi language;regular;bnt-yko;Yasa-Kombe;;;;;Kombe;
5056;nuj;Nyole (Uganda);Nyole (Uganda) language;regular;bnt-msl;Masaba-Luhya;;;;Latn;Nyole,LoNyole,Lunyole,Nyuli;
5057;nuk;Nootka;Nootka language;regular;wak;Wakashan;;;;Latn;Nuu-chah-nulth,Nuuchahnulth,T'aat'aaqsapa;
5058;nul;Nusa Laut;Nusa Laut language;regular;poz-cma;Central Maluku;;;;;;
5059;num;Niuafo'ou;Niuafo'ou language;regular;poz-pol;Polynesian;;;;Latn;;
5060;nun;Anong;Anong language;regular;sit-nng;Nungish;;;;;Nung;
5061;nuo;Nguôn;Nguôn language;regular;mkh-vie;Vietic;sortkey;;;Latn;;
5062;nup;Nupe;Nupe language;regular;alv-ngb;Nupe-Gbagyi;sortkey;autodetect;;Latn;Nupe-Nupe-Tako;
5063;nuq;Nukumanu;Nukumanu language;regular;poz-pnp;Nuclear Polynesian;;;;;;
5064;nur;Nuguria;Nuguria language;regular;poz-pnp;Nuclear Polynesian;;;;;Nukuria;
5065;nus;Nuer;Nuer language;regular;sdv-dnu;Dinka-Nuer;;;;Latn;;
5066;nut;Nung;Nung language;regular;tai;Tai;sortkey;;;Latn,Hani;;
5067;nuu;Ngbundu;Ngbundu language;regular;bad;Banda;;;;Latn;;
5068;nuv;Northern Nuni;Northern Nuni language;regular;nic-gnn;Northern Gurunsi;;;;Latn;;
5069;nuw;Nguluwan;Nguluwan language;regular;;;;;;;
5070;nux;Mehek;Mehek language;regular;paa-spk;Sepik;;;;Latn;;
5071;nuy;Nunggubuyu;Nunggubuyu language;regular;aus-arn;Arnhem;;;;;Wubuy;
5072;nuz;Tlamacazapa Nahuatl;Tlamacazapa Nahuatl language;regular;azc-nah;Nahuan;;;;Latn;;
5073;nv;Navajo;Navajo language;regular;apa;Apachean;sortkey;;;Latn;;
5074;nvh;Nasarian;Nasarian language;regular;poz-vnc;North-Central Vanuatu;;;;;;
5075;nvm;Namiae;Namiae language;regular;;;;;;;
5076;nvo;Nyokon;Nyokon language;regular;nic-mbw;West Mbam;;;;Latn;;
5077;nwa;Nawathinehena;Nawathinehena language;regular;alg-ara;Arapahoan;;;;Latn;;
5078;nwb;Nyabwa;Nyabwa language;regular;kro-wee;Wee;;;;;;
5079;nwc;Classical Newar;Classical Newar language;regular;sit-new;Newaric;;;;;;
5080;nwe;Ngwe;Ngwe language;regular;bai;Bamileke;;;;Latn;;
5081;nwi;Southwest Tanna;Southwest Tanna language;regular;;;;;;;
5082;nwm;Nyamusa-Molo;Nyamusa-Molo language;regular;csu-bbk;Bongo-Baka;;;;;;
5083;nwo;Nauo;Nauo language;regular;aus-pam;Pama-Nyungan;;;;Latn;Nawo;
5084;nwr;Nawaru;Nawaru language;regular;ngf;Trans-New Guinea;;;;;Sirio;
5085;nwx;Middle Newar;Middle Newar language;regular;sit-new;Newaric;;;;Deva,Newa,Ranj;;
5086;nwy;Nottoway-Meherrin;Nottoway-Meherrin language;regular;iro-nor;North Iroquoian;;;;;;
5087;nxa;Nauete;Nauete language;regular;poz-tim;Timoric;;;;;;
5088;nxd;Ngando (Congo);Ngando (Congo) language;regular;bnt-ske;Soko-Kele;;;;;Ngando (Democratic Republic of the Congo),Longandu;
5089;nxe;Nage;Nage language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
5090;nxg;Ngadha;Ngadha language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;Ngad'a;
5091;nxi;Nindi;Nindi language;regular;bnt-mbi;Mbinga;;;;Latn;;
5092;nxl;South Nuaulu;South Nuaulu language;regular;poz-cma;Central Maluku;;;;;;
5093;nxm;Numidian;Numidian language;regular;afa;Afroasiatic;;;;Tfng,Latn;;
5094;nxn;Ngawun;Ngawun language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
5095;nxo;Ndambomo;Ndambomo language;regular;bnt-kel;Kele;;;;Latn;;
5096;nxq;Naxi;Naxi language;regular;sit-nax;Naic;;;;Nkdb,Nkgb,Latn,Lisu;;
5097;nxr;Ninggerum;Ninggerum language;regular;ngf-okk;Ok;;;;Latn;;
5098;nxu;Narau;Narau language;regular;ngf;Trans-New Guinea;;;;Latn;;
5099;nxx;Nafri;Nafri language;regular;paa-sen;Sentani;;;;Latn;;
5100;ny;Chichewa;Chichewa language;regular;bnt-nys;Nyasa;sortkey;autodetect;;Latn;;
5101;nyb;Nyangbo;Nyangbo language;regular;alv-ktg;Ka-Togo;;;;Latn;;
5102;nyc;Nyanga-li;Nyanga-li language;regular;bnt-boa;Boan;;;;Latn;;
5103;nyd;Nyole (Kenya);Nyole (Kenya) language;regular;bnt-msl;Masaba-Luhya;;;;Latn;Nyole,Nyore,Olunyole,Lunyole,Lunyore,Nyoole,Olunyore;
5104;nye;Nyengo;Nyengo language;regular;bnt-clu;Chokwe-Luchazi;;;;Latn;;
5105;nyf;Giryama;Giryama language;regular;bnt-mij;Mijikenda;;;;Latn;;
5106;nyg;Nyindu;Nyindu language;regular;bnt-shh;Shi-Havu;;;;Latn;;
5107;nyh;Nyigina;Nyigina language;regular;aus-nyu;Nyulnyulan;;;;Latn;;
5108;nyi;Nyimang;Nyimang language;regular;sdv-nyi;Nyima;;;;Latn;;
5109;nyj;Nyanga (Congo);Nyanga (Congo) language;regular;bnt-nyb;Nyanga-Buyi;;;;Latn;Kinyanga,Nyanga;
5110;nyk;Nyaneka;Nyaneka language;regular;bnt-swb;Southwest Bantu;;;;Latn;;
5111;nyl;Nyeu;Nyeu language;regular;mkh-kat;Katuic;;;;;;
5112;nym;Nyamwezi;Nyamwezi language;regular;bnt-tkm;Takama;;;;Latn;;
5113;nyn;Nyankole;Nyankole language;regular;bnt-nyg;Nyoro-Ganda;;;;Latn;Nkore-Kiga,Runyankore,Runyankore-Rukiga,Nkore,Kiga,Chiga,Nyankore,Ankole,Banyankole,Lunyankole,Rukiga;
5114;nyo;Nyoro;Nyoro language;regular;bnt-nyg;Nyoro-Ganda;;;;Latn;;
5115;nyp;Nyang'i;Nyang'i language;regular;ssa-klk;Kuliak;;;;;;
5116;nys;Nyunga;Nyunga language;regular;aus-pam;Pama-Nyungan;;;;Latn;Noongar,Nyuunga;
5117;nyt;Nyawaygi;Nyawaygi language;regular;aus-dyb;Dyirbalic;;;;;;
5118;nyu;Nyungwe;Nyungwe language;regular;bnt-sna;Sena;;;;Latn;;
5119;nyv;Nyulnyul;Nyulnyul language;regular;aus-nyu;Nyulnyulan;;;;Latn;;
5120;nyw;Nyaw;Nyaw language;regular;tai;Tai;sortkey;;;Thai,Latn;;
5121;nyx;Nganyaywana;Nganyaywana language;regular;aus-cww;Central New South Wales;;;;Latn;;
5122;nyy;Nyakyusa;Nyakyusa language;regular;bnt-run;Rungwe;;;;Latn;Kinyakyusa,Nyakyusa-Ngonde;
5123;nza;Tigon Mbembe;Tigon Mbembe language;regular;nic-jkn;Jukunoid;;;;Latn;;
5124;nzb;Njebi;Njebi language;regular;bnt-nze;Nzebi;;;;Latn;;
5125;nzd;Nzadi;Nzadi language;regular;bnt-bdz;Boma-Dzing;;autodetect;;Latn;Ngiemba,Lensibun,Ndzé Ntaa;
5126;nzi;Nzima;Nzima language;regular;alv-ctn;Central Tano;;;;;Appolo;
5127;nzk;Nzakara;Nzakara language;regular;znd;Zande;;;;Latn;;
5128;nzm;Zeme Naga;Zeme Naga language;regular;sit-zem;Zeme;;;;;;
5129;nzs;New Zealand Sign Language;New Zealand Sign Language;regular;sgn;sign;;;;;;
5130;nzu;Central Teke;Central Teke language;regular;bnt-tkc;Central Teke;;;;;;
5131;nzy;Nzakambay;Nzakambay language;regular;alv-mbm;Mbum;;;;Latn;;
5132;nzz;Nanga Dama Dogon;Nanga Dama Dogon language;regular;nic-nwa;Nanga-Walo;;;;;;
5133;oaa;Orok;Orok language;regular;tuw;Tungusic;;;;Cyrl,Latn;;
5134;oac;Oroch;Oroch language;regular;tuw;Tungusic;;;;Latn,Cyrl;;
5135;oav;Old Avar;Old Avar language;regular;cau-ava;Avaro-Andian;;;;Geor;;
5136;obi;Obispeño;Obispeño language;regular;nai-chu;Chumashan;;;;Latn;;
5137;obk;Southern Bontoc;Southern Bontoc language;regular;phi;Philippine;;;;Latn;Southern Bontok;
5138;obl;Oblo;Oblo language;regular;;;;;;;
5139;obm;Moabite;Moabite language;regular;sem-can;Canaanite;;;;Phnx;;
5140;obo;Obo Manobo;Obo Manobo language;regular;mno;Manobo;;;;Latn;Obo;
5141;obr;Old Burmese;Old Burmese language;regular;tbq-brm;Burmish;;;;Mymr,Latn;;
5142;obt;Old Breton;Old Breton language;regular;cel-bry;Brythonic;;;;Latn;;
5143;obu;Obulom;Obulom language;regular;nic-cde;Central Delta;;;;Latn;;
5144;oc;Occitan;Occitan language;regular;roa-ocr;Occitano-Romance;sortkey;;;Latn,Hebr;;
5145;oca;Ocaina;Ocaina language;regular;sai-wit;Witotoan;;;;Latn;;
5146;och;Old Chinese;Old Chinese language;regular;zhx;Sinitic;sortkey;;;Hant;;
5147;oco;Old Cornish;Old Cornish language;regular;cel-bry;Brythonic;;;;Latn;;
5148;ocu;Tlahuica;Tlahuica language;regular;omq;Oto-Manguean;;;;Latn;Ocuiltec,Atzingo Matlatzinca;
5149;oda;Odut;Odut language;regular;nic-uce;East-West Upper Cross River;;;;Latn;;
5150;odk;Od;Od language;regular;inc-wes;Western Indo-Aryan;;;;Arab;;
5151;odt;Old Dutch;Old Dutch language;regular;gmw;West Germanic;;autodetect;;Latn,Runr;;
5152;odu;Odual;Odual language;regular;nic-cde;Central Delta;;;;Latn;;
5153;ofo;Ofo;Ofo language;regular;sio-ohv;Ohio Valley Siouan;;;;;;
5154;ofs;Old Frisian;Old Frisian language;regular;gmw-fri;Frisian;;autodetect;;Latn;;
5155;ofu;Efutop;Efutop language;regular;nic-eko;Ekoid;;;;Latn;;
5156;ogb;Ogbia;Ogbia language;regular;nic-cde;Central Delta;;;;Latn;;
5157;ogc;Ogbah;Ogbah language;regular;alv-igb;Igboid;;;;Latn;;
5158;oge;Old Georgian;Old Georgian language;regular;ccs-gzn;Georgian-Zan;;autodetect;;Geor,Geok;;
5159;ogg;Ogbogolo;Ogbogolo language;regular;nic-cde;Central Delta;;;;Latn;;
5160;ogo;Khana;Khana language;regular;nic-ogo;Ogoni;;;;Latn;;
5161;ogu;Ogbronuagum;Ogbronuagum language;regular;nic-cde;Central Delta;;;;Latn;;
5162;ohu;Old Hungarian;Old Hungarian language;regular;urj-ugr;Ugric;;;;Latn;;
5163;oia;Oirata;Oirata language;regular;ngf;Trans-New Guinea;;;;Latn;;
5164;oin;Inebu One;Inebu One language;regular;qfa-tor;Torricelli;;;;;;
5165;oj;Ojibwe;Ojibwe language;regular;alg;Algonquian;sortkey;;;Cans,Latn;;
5166;ojb;Northwestern Ojibwa;Northwestern Ojibwa language;regular;alg;Algonquian;;;;Latn;;
5167;ojc;Central Ojibwa;Central Ojibwa language;regular;alg;Algonquian;;;;Latn;;
5168;ojg;Eastern Ojibwa;Eastern Ojibwa language;regular;alg;Algonquian;;;;Latn;;
5169;ojp;Old Japanese;Old Japanese language;regular;jpx;Japonic;sortkey;;;Jpan;;
5170;ojs;Severn Ojibwa;Severn Ojibwa language;regular;alg;Algonquian;;;;Latn;;
5171;ojv;Ontong Java;Ontong Java language;regular;poz-pnp;Nuclear Polynesian;;;;Latn;;
5172;ojw;Western Ojibwa;Western Ojibwa language;regular;alg;Algonquian;;;;Latn;;
5173;oka;Okanagan;Okanagan language;regular;sal;Salishan;;;;Latn;Okanagan Salish,Okanagan-Colville,Colville-Okanagan;
5174;okb;Okobo;Okobo language;regular;nic-lcr;Lower Cross River;;;;Latn;;
5175;okd;Okodia;Okodia language;regular;ijo;Ijoid;;;;;Okordia,Akita;
5176;oke;Okpe (Southwestern Edo);Okpe (Southwestern Edo) language;regular;alv-swd;Southwestern Edoid;;;;Latn;Okpe,Okpe (Nigeria),Southwestern Edo;
5177;okg;Kok-Paponk;Kok-Paponk language;regular;aus-pmn;Paman;;;;Latn;;
5178;okh;Koresh-e Rostam;Koresh-e Rostam language;regular;xme-ttc;Tatic;;;;;;
5179;oki;Okiek;Okiek language;regular;sdv-kln;Kalenjin;;;;Latn;Ogiek,Akiek,Akie,Aki,Mosiro,Mediak,Kisankasa;
5180;okj;Oko-Juwoi;Oko-Juwoi language;regular;qfa-adc;Central Great Andamanese;;;;;Juwoi,Juwai,Junoi;
5181;okk;Kwamtim One;Kwamtim One language;regular;qfa-tor;Torricelli;;;;Latn;;
5182;okl;Old Kentish Sign Language;Old Kentish Sign Language;regular;sgn;sign;;;;;;
5183;okm;Middle Korean;Middle Korean language;regular;qfa-kor;Koreanic;;autodetect;;Kore;;
5184;okn;Oki-No-Erabu;Oki-No-Erabu language;regular;jpx-ryu;Ryukyuan;sortkey;;;Jpan;Okino-Erabu,Okinoerabu,Oki-no-Erabu;
5185;oko;Old Korean;Old Korean language;regular;qfa-kor;Koreanic;;autodetect;;Kore;;
5186;okr;Kirike;Kirike language;regular;ijo;Ijoid;;;;;;
5187;oks;Oko-Eni-Osayen;Oko-Eni-Osayen language;regular;alv-von;Volta-Niger;;;;Latn;;
5188;oku;Oku;Oku language;regular;nic-rnc;Central Ring;;;;Latn;;
5189;okv;Orokaiva;Orokaiva language;regular;ngf;Trans-New Guinea;;;;Latn;;
5190;okx;Okpe (Northwestern Edo);Okpe (Northwestern Edo) language;regular;alv-nwd;Northwestern Edoid;;;;Latn;Okpe,Okpe (Nigeria);
5191;okz;Old Khmer;Old Khmer language;regular;mkh-kmr;Khmeric;;;;Latnx,Khmr;;
5192;old;Mochi;Mochi language;regular;bnt-chg;Chaga;;;;Latn;;
5193;ole;Olekha;Olekha language;regular;sit-bdi;Bodish;sortkey;autodetect;;Tibt,Latn;;
5194;olm;Oloma;Oloma language;regular;alv-nwd;Northwestern Edoid;;;;Latn;;
5195;olo;Livvi;Livvi language;regular;urj-fin;Finnic;;;;Latn;Livvi-Karelian,Livvikovian,Olonets,Southern Olonetsian;
5196;olr;Olrat;Olrat language;regular;poz-vnc;North-Central Vanuatu;;;;;;
5197;olt;Old Lithuanian;Old Lithuanian language;regular;bat;Baltic;;autodetect;;Latn;;
5198;olu;Kuvale;Kuvale language;regular;bnt-swb;Southwest Bantu;;;;Latn;;
5199;om;Oromo;Oromo language;regular;cus-eas;East Cushitic;;;;Latn,Ethi;;
5200;oma;Omaha-Ponca;Omaha-Ponca language;regular;sio-dhe;Dhegihan;;;;Latn;Omaha,Ponca;
5201;omb;Omba;Omba language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;East Ambae;
5202;omc;Mochica;Mochica language;regular;;;;;;;
5203;omg;Omagua;Omagua language;regular;tup-gua;Tupi-Guarani;;;;Latn;Agua,Cambeba,Cambeeba,Kambeba,Cambela,Campeba,Compeva,Umaua,Omáua,Omaua,Omayali;
5204;omi;Omi;Omi language;regular;csu-mma;Moru-Madi;;;;;;
5205;omk;Omok;Omok language;regular;qfa-yuk;Yukaghir;;;;Cyrl;;
5206;oml;Ombo;Ombo language;regular;bnt-tet;Tetela;;;;Latn;;
5207;omn;Minoan;Minoan language;regular;;;;;Lina;;
5208;omo;Utarmbung;Utarmbung language;regular;ngf;Trans-New Guinea;;;;Latn;;
5209;omp;Old Manipuri;Old Manipuri language;regular;sit;Sino-Tibetan;;;;Mtei;;
5210;omq-cha-pro;Proto-Chatino;Proto-Chatino language;reconstructed;omq-cha;Chatino;;;exceptional;Latn;;
5211;omq-maz-pro;Proto-Mazatec;Proto-Mazatec language;reconstructed;omq-maz;Mazatecan;;;exceptional;Latn;;
5212;omq-mix-pro;Proto-Mixtecan;Proto-Mixtecan language;reconstructed;omq-mix;Mixtecan;;;exceptional;Latn;;
